STATION,NAME,DATE,TMAX,TMIN,WDFG,WSFG
SPW00013025,"ROTA NAS, SP",1/24/1971,64,49,270,17.2
SPW00013025,"ROTA NAS, SP",1/25/1971,64,48,248,19.5
SPW00013025,"ROTA NAS, SP",1/26/1971,65,49,270,13.9
SPW00013025,"ROTA NAS, SP",1/27/1971,62,51,360,20.8
SPW00013025,"ROTA NAS, SP",1/28/1971,62,44,68,15
SPW00013025,"ROTA NAS, SP",1/29/1971,61,44,315,46.1
SPW00013025,"ROTA NAS, SP",1/30/1971,54,47,135,25.3
SPW00013025,"ROTA NAS, SP",1/31/1971,56,45,293,40.3
SPW00013025,"ROTA NAS, SP",2/1/1971,59,39,80,15
SPW00013025,"ROTA NAS, SP",2/2/1971,64,45,130,21.9
SPW00013025,"ROTA NAS, SP",2/3/1971,64,41,130,31.1
SPW00013025,"ROTA NAS, SP",2/4/1971,64,48,130,28.9
SPW00013025,"ROTA NAS, SP",2/5/1971,61,45,110,32.2
SPW00013025,"ROTA NAS, SP",2/6/1971,62,46,110,28.9
SPW00013025,"ROTA NAS, SP",2/7/1971,63,40,30,16.1
SPW00013025,"ROTA NAS, SP",2/8/1971,63,38,270,10.3
SPW00013025,"ROTA NAS, SP",2/9/1971,59,43,230,16.1
SPW00013025,"ROTA NAS, SP",2/10/1971,60,47,270,11.4
SPW00013025,"ROTA NAS, SP",2/11/1971,63,48,120,26.4
SPW00013025,"ROTA NAS, SP",2/12/1971,64,44,110,24.2
SPW00013025,"ROTA NAS, SP",2/13/1971,68,44,80,12.8
SPW00013025,"ROTA NAS, SP",2/14/1971,61,42,270,10.3
SPW00013025,"ROTA NAS, SP",2/15/1971,55,45,270,25.3
SPW00013025,"ROTA NAS, SP",2/16/1971,61,50,280,27.5
SPW00013025,"ROTA NAS, SP",2/17/1971,61,45,270,19.5
SPW00013025,"ROTA NAS, SP",2/18/1971,62,44,300,17.2
SPW00013025,"ROTA NAS, SP",2/19/1971,63,44,300,16.1
SPW00013025,"ROTA NAS, SP",2/20/1971,66,45,60,15
SPW00013025,"ROTA NAS, SP",2/21/1971,70,44,240,11.4
SPW00013025,"ROTA NAS, SP",2/22/1971,73,44,130,16.1
SPW00013025,"ROTA NAS, SP",2/23/1971,67,46,90,26.4
SPW00013025,"ROTA NAS, SP",2/24/1971,71,43,100,16.1
SPW00013025,"ROTA NAS, SP",2/25/1971,67,48,110,28.9
SPW00013025,"ROTA NAS, SP",2/26/1971,77,40,30,15
SPW00013025,"ROTA NAS, SP",2/27/1971,69,43,260,17.2
SPW00013025,"ROTA NAS, SP",2/28/1971,67,42,330,10.3
SPW00013025,"ROTA NAS, SP",3/1/1971,70,40,120,20.8
SPW00013025,"ROTA NAS, SP",3/2/1971,69,41,40,18.3
SPW00013025,"ROTA NAS, SP",3/3/1971,68,42,100,12.8
SPW00013025,"ROTA NAS, SP",3/4/1971,72,42,280,13.9
SPW00013025,"ROTA NAS, SP",3/5/1971,68,41,70,16.1
SPW00013025,"ROTA NAS, SP",3/6/1971,65,36,100,24.2
SPW00013025,"ROTA NAS, SP",3/7/1971,55,45,120,20.8
SPW00013025,"ROTA NAS, SP",3/8/1971,56,41,270,27.5
SPW00013025,"ROTA NAS, SP",3/9/1971,54,40,280,23
SPW00013025,"ROTA NAS, SP",3/10/1971,63,34,120,28.9
SPW00013025,"ROTA NAS, SP",3/11/1971,63,50,110,38
SPW00013025,"ROTA NAS, SP",3/12/1971,58,49,120,33.3
SPW00013025,"ROTA NAS, SP",3/13/1971,65,48,120,24.2
SPW00013025,"ROTA NAS, SP",3/14/1971,60,50,310,28.9
SPW00013025,"ROTA NAS, SP",3/15/1971,59,48,220,31.1
SPW00013025,"ROTA NAS, SP",3/16/1971,62,50,260,25.3
SPW00013025,"ROTA NAS, SP",3/17/1971,62,42,300,16.1
SPW00013025,"ROTA NAS, SP",3/18/1971,61,52,240,32.2
SPW00013025,"ROTA NAS, SP",3/19/1971,59,48,240,42.5
SPW00013025,"ROTA NAS, SP",3/20/1971,59,46,300,38
SPW00013025,"ROTA NAS, SP",3/21/1971,57,46,320,25.3
SPW00013025,"ROTA NAS, SP",3/22/1971,57,44,320,20.8
SPW00013025,"ROTA NAS, SP",3/23/1971,60,40,260,12.8
SPW00013025,"ROTA NAS, SP",3/24/1971,68,41,130,27.5
SPW00013025,"ROTA NAS, SP",3/25/1971,66,44,120,24.2
SPW00013025,"ROTA NAS, SP",3/26/1971,76,42,40,19.5
SPW00013025,"ROTA NAS, SP",3/27/1971,77,47,40,34.4
SPW00013025,"ROTA NAS, SP",3/28/1971,70,47,40,33.3
SPW00013025,"ROTA NAS, SP",3/29/1971,63,47,190,23
SPW00013025,"ROTA NAS, SP",3/30/1971,60,48,290,20.8
SPW00013025,"ROTA NAS, SP",3/31/1971,59,44,260,23
SPW00013025,"ROTA NAS, SP",4/1/1971,62,41,280,18.3
SPW00013025,"ROTA NAS, SP",4/2/1971,58,50,240,40.3
SPW00013025,"ROTA NAS, SP",4/3/1971,59,47,240,39.1
SPW00013025,"ROTA NAS, SP",4/4/1971,61,49,270,31.1
SPW00013025,"ROTA NAS, SP",4/5/1971,62,52,180,20.8
SPW00013025,"ROTA NAS, SP",4/6/1971,60,53,170,27.5
SPW00013025,"ROTA NAS, SP",4/7/1971,60,51,200,33.3
SPW00013025,"ROTA NAS, SP",4/8/1971,62,53,220,27.5
SPW00013025,"ROTA NAS, SP",4/9/1971,62,53,270,20.8
SPW00013025,"ROTA NAS, SP",4/10/1971,64,48,230,21.9
SPW00013025,"ROTA NAS, SP",4/11/1971,69,44,40,13.9
SPW00013025,"ROTA NAS, SP",4/12/1971,62,53,250,17.2
SPW00013025,"ROTA NAS, SP",4/13/1971,64,50,270,15
SPW00013025,"ROTA NAS, SP",4/14/1971,66,45,190,10.3
SPW00013025,"ROTA NAS, SP",4/15/1971,73,46,140,16.1
SPW00013025,"ROTA NAS, SP",4/16/1971,67,50,290,19.5
SPW00013025,"ROTA NAS, SP",4/17/1971,76,47,60,18.3
SPW00013025,"ROTA NAS, SP",4/18/1971,76,47,120,30
SPW00013025,"ROTA NAS, SP",4/19/1971,74,55,140,26.4
SPW00013025,"ROTA NAS, SP",4/20/1971,67,50,130,21.9
SPW00013025,"ROTA NAS, SP",4/21/1971,70,56,150,20.8
SPW00013025,"ROTA NAS, SP",4/22/1971,65,53,310,21.9
SPW00013025,"ROTA NAS, SP",4/23/1971,65,55,280,27.5
SPW00013025,"ROTA NAS, SP",4/24/1971,64,44,290,17.2
SPW00013025,"ROTA NAS, SP",4/25/1971,68,46,280,16.1
SPW00013025,"ROTA NAS, SP",4/26/1971,66,52,260,19.5
SPW00013025,"ROTA NAS, SP",4/27/1971,66,50,200,27.5
SPW00013025,"ROTA NAS, SP",4/28/1971,65,54,180,28.9
SPW00013025,"ROTA NAS, SP",4/29/1971,65,56,240,23
SPW00013025,"ROTA NAS, SP",4/30/1971,66,55,230,16.1
SPW00013025,"ROTA NAS, SP",5/1/1971,64,56,260,24.2
SPW00013025,"ROTA NAS, SP",5/2/1971,64,51,310,20.8
SPW00013025,"ROTA NAS, SP",5/3/1971,68,50,290,17.2
SPW00013025,"ROTA NAS, SP",5/4/1971,66,46,200,15
SPW00013025,"ROTA NAS, SP",5/5/1971,66,59,190,18.3
SPW00013025,"ROTA NAS, SP",5/6/1971,66,53,130,13.9
SPW00013025,"ROTA NAS, SP",5/7/1971,63,54,310,17.2
SPW00013025,"ROTA NAS, SP",5/8/1971,66,54,270,30
SPW00013025,"ROTA NAS, SP",5/9/1971,66,55,300,21.9
SPW00013025,"ROTA NAS, SP",5/10/1971,72,58,190,13.9
SPW00013025,"ROTA NAS, SP",5/11/1971,75,53,260,13.9
SPW00013025,"ROTA NAS, SP",5/12/1971,69,55,190,18.3
SPW00013025,"ROTA NAS, SP",5/13/1971,69,61,190,17.2
SPW00013025,"ROTA NAS, SP",5/14/1971,69,60,200,17.2
SPW00013025,"ROTA NAS, SP",5/15/1971,68,56,180,15
SPW00013025,"ROTA NAS, SP",5/16/1971,68,57,200,23
SPW00013025,"ROTA NAS, SP",5/17/1971,67,56,190,21.9
SPW00013025,"ROTA NAS, SP",5/18/1971,66,53,140,30
SPW00013025,"ROTA NAS, SP",5/19/1971,68,57,260,23
SPW00013025,"ROTA NAS, SP",5/20/1971,67,54,210,23
SPW00013025,"ROTA NAS, SP",5/21/1971,67,54,230,20.8
SPW00013025,"ROTA NAS, SP",5/22/1971,69,59,250,23
SPW00013025,"ROTA NAS, SP",5/23/1971,69,60,260,23
SPW00013025,"ROTA NAS, SP",5/24/1971,65,53,270,28.9
SPW00013025,"ROTA NAS, SP",5/25/1971,66,50,300,26.4
SPW00013025,"ROTA NAS, SP",5/26/1971,68,53,260,24.2
SPW00013025,"ROTA NAS, SP",5/27/1971,66,50,270,24.2
SPW00013025,"ROTA NAS, SP",5/28/1971,66,51,250,17.2
SPW00013025,"ROTA NAS, SP",5/29/1971,71,54,260,16.1
SPW00013025,"ROTA NAS, SP",5/30/1971,79,51,270,19.5
SPW00013025,"ROTA NAS, SP",5/31/1971,81,56,260,15
SPW00013025,"ROTA NAS, SP",6/1/1971,77,53,150,15
SPW00013025,"ROTA NAS, SP",6/2/1971,70,56,250,19.5
SPW00013025,"ROTA NAS, SP",6/3/1971,70,59,200,25.3
SPW00013025,"ROTA NAS, SP",6/4/1971,68,58,240,33.3
SPW00013025,"ROTA NAS, SP",6/5/1971,69,58,260,25.3
SPW00013025,"ROTA NAS, SP",6/6/1971,69,58,260,19.5
SPW00013025,"ROTA NAS, SP",6/7/1971,70,55,260,16.1
SPW00013025,"ROTA NAS, SP",6/8/1971,71,53,230,20.8
SPW00013025,"ROTA NAS, SP",6/9/1971,71,57,260,23
SPW00013025,"ROTA NAS, SP",6/10/1971,70,55,250,23
SPW00013025,"ROTA NAS, SP",6/11/1971,71,54,290,19.5
SPW00013025,"ROTA NAS, SP",6/12/1971,79,52,290,18.3
SPW00013025,"ROTA NAS, SP",6/13/1971,77,54,280,17.2
SPW00013025,"ROTA NAS, SP",6/14/1971,71,62,270,26.4
SPW00013025,"ROTA NAS, SP",6/15/1971,71,50,330,21.9
SPW00013025,"ROTA NAS, SP",6/16/1971,79,53,130,17.2
SPW00013025,"ROTA NAS, SP",6/17/1971,82,51,100,17.2
SPW00013025,"ROTA NAS, SP",6/18/1971,84,52,130,24.2
SPW00013025,"ROTA NAS, SP",6/19/1971,90,55,120,24.2
SPW00013025,"ROTA NAS, SP",6/20/1971,93,57,110,28.9
SPW00013025,"ROTA NAS, SP",6/21/1971,91,58,140,26.4
SPW00013025,"ROTA NAS, SP",6/22/1971,71,60,180,20.8
SPW00013025,"ROTA NAS, SP",6/23/1971,78,58,260,16.1
SPW00013025,"ROTA NAS, SP",6/24/1971,72,62,260,16.1
SPW00013025,"ROTA NAS, SP",6/25/1971,75,60,270,23
SPW00013025,"ROTA NAS, SP",6/26/1971,83,56,300,18.3
SPW00013025,"ROTA NAS, SP",6/27/1971,98,64,330,21.9
SPW00013025,"ROTA NAS, SP",6/28/1971,93,61,110,12.8
SPW00013025,"ROTA NAS, SP",6/29/1971,83,58,240,10.3
SPW00013025,"ROTA NAS, SP",6/30/1971,92,63,260,12.8
SPW00013025,"ROTA NAS, SP",7/1/1971,76,66,190,15
SPW00013025,"ROTA NAS, SP",7/2/1971,76,63,160,15
SPW00013025,"ROTA NAS, SP",7/3/1971,81,57,280,16.1
SPW00013025,"ROTA NAS, SP",7/4/1971,76,62,270,18.3
SPW00013025,"ROTA NAS, SP",7/5/1971,81,60,270,12.8
SPW00013025,"ROTA NAS, SP",7/6/1971,92,68,120,30
SPW00013025,"ROTA NAS, SP",7/7/1971,90,63,110,34.4
SPW00013025,"ROTA NAS, SP",7/8/1971,92,66,110,32.2
SPW00013025,"ROTA NAS, SP",7/9/1971,91,64,120,32.2
SPW00013025,"ROTA NAS, SP",7/10/1971,90,68,110,33.3
SPW00013025,"ROTA NAS, SP",7/11/1971,89,63,130,23
SPW00013025,"ROTA NAS, SP",7/12/1971,81,64,230,16.1
SPW00013025,"ROTA NAS, SP",7/13/1971,76,63,220,18.3
SPW00013025,"ROTA NAS, SP",7/14/1971,78,67,280,13.9
SPW00013025,"ROTA NAS, SP",7/15/1971,78,64,250,19.5
SPW00013025,"ROTA NAS, SP",7/16/1971,76,65,250,17.2
SPW00013025,"ROTA NAS, SP",7/17/1971,78,67,270,19.5
SPW00013025,"ROTA NAS, SP",7/18/1971,78,63,260,18.3
SPW00013025,"ROTA NAS, SP",7/19/1971,81,61,290,19.5
SPW00013025,"ROTA NAS, SP",7/20/1971,84,63,280,16.1
SPW00013025,"ROTA NAS, SP",7/21/1971,84,61,280,13.9
SPW00013025,"ROTA NAS, SP",7/22/1971,88,59,290,17.2
SPW00013025,"ROTA NAS, SP",7/23/1971,78,67,260,19.5
SPW00013025,"ROTA NAS, SP",7/24/1971,80,66,280,17.2
SPW00013025,"ROTA NAS, SP",7/25/1971,84,62,280,17.2
SPW00013025,"ROTA NAS, SP",7/26/1971,82,63,270,19.5
SPW00013025,"ROTA NAS, SP",7/27/1971,87,64,300,18.3
SPW00013025,"ROTA NAS, SP",7/28/1971,95,65,120,23
SPW00013025,"ROTA NAS, SP",7/29/1971,95,75,150,19.5
SPW00013025,"ROTA NAS, SP",7/30/1971,94,73,130,20.8
SPW00013025,"ROTA NAS, SP",7/31/1971,97,69,290,17.2
SPW00013025,"ROTA NAS, SP",8/1/1971,82,68,280,18.3
SPW00013025,"ROTA NAS, SP",8/2/1971,81,61,280,18.3
SPW00013025,"ROTA NAS, SP",8/3/1971,76,59,290,18.3
SPW00013025,"ROTA NAS, SP",8/4/1971,77,60,270,17.2
SPW00013025,"ROTA NAS, SP",8/5/1971,77,58,280,17.2
SPW00013025,"ROTA NAS, SP",8/6/1971,74,61,270,27.5
SPW00013025,"ROTA NAS, SP",8/7/1971,82,59,350,23
SPW00013025,"ROTA NAS, SP",8/8/1971,73,60,130,23
SPW00013025,"ROTA NAS, SP",8/9/1971,80,58,290,16.1
SPW00013025,"ROTA NAS, SP",8/10/1971,72,59,270,15
SPW00013025,"ROTA NAS, SP",8/11/1971,75,62,280,17.2
SPW00013025,"ROTA NAS, SP",8/12/1971,88,60,330,15
SPW00013025,"ROTA NAS, SP",8/13/1971,89,66,130,23
SPW00013025,"ROTA NAS, SP",8/14/1971,78,64,190,12.8
SPW00013025,"ROTA NAS, SP",8/15/1971,84,61,280,15
SPW00013025,"ROTA NAS, SP",8/16/1971,80,64,280,15
SPW00013025,"ROTA NAS, SP",8/17/1971,75,61,270,26.4
SPW00013025,"ROTA NAS, SP",8/18/1971,73,59,320,18.3
SPW00013025,"ROTA NAS, SP",8/19/1971,76,56,270,20.8
SPW00013025,"ROTA NAS, SP",8/20/1971,85,55,20,20.8
SPW00013025,"ROTA NAS, SP",8/21/1971,84,55,270,13.9
SPW00013025,"ROTA NAS, SP",8/22/1971,88,58,150,23
SPW00013025,"ROTA NAS, SP",8/23/1971,78,63,130,16.1
SPW00013025,"ROTA NAS, SP",8/24/1971,73,60,270,20.8
SPW00013025,"ROTA NAS, SP",8/25/1971,72,55,250,17.2
SPW00013025,"ROTA NAS, SP",8/26/1971,74,55,280,19.5
SPW00013025,"ROTA NAS, SP",8/27/1971,94,54,20,18.3
SPW00013025,"ROTA NAS, SP",8/28/1971,90,66,110,25.3
SPW00013025,"ROTA NAS, SP",8/29/1971,86,64,270,17.2
SPW00013025,"ROTA NAS, SP",8/30/1971,78,56,260,18.3
SPW00013025,"ROTA NAS, SP",8/31/1971,74,56,240,11.4
SPW00013025,"ROTA NAS, SP",9/1/1971,85,54,120,25.3
SPW00013025,"ROTA NAS, SP",9/2/1971,90,59,110,31.1
SPW00013025,"ROTA NAS, SP",9/3/1971,95,74,130,33.3
SPW00013025,"ROTA NAS, SP",9/4/1971,89,69,120,31.1
SPW00013025,"ROTA NAS, SP",9/5/1971,76,63,130,33.3
SPW00013025,"ROTA NAS, SP",9/6/1971,74,58,290,17.2
SPW00013025,"ROTA NAS, SP",9/7/1971,74,56,280,17.2
SPW00013025,"ROTA NAS, SP",9/8/1971,79,57,30,13.9
SPW00013025,"ROTA NAS, SP",9/9/1971,73,64,260,20.8
SPW00013025,"ROTA NAS, SP",9/10/1971,75,62,260,15
SPW00013025,"ROTA NAS, SP",9/11/1971,73,58,270,18.3
SPW00013025,"ROTA NAS, SP",9/12/1971,79,56,250,16.1
SPW00013025,"ROTA NAS, SP",9/13/1971,78,57,200,15
SPW00013025,"ROTA NAS, SP",9/14/1971,82,57,260,16.1
SPW00013025,"ROTA NAS, SP",9/15/1971,88,64,130,25.3
SPW00013025,"ROTA NAS, SP",9/16/1971,86,64,130,19.5
SPW00013025,"ROTA NAS, SP",9/17/1971,85,62,120,21.9
SPW00013025,"ROTA NAS, SP",9/18/1971,88,60,270,16.1
SPW00013025,"ROTA NAS, SP",9/19/1971,77,59,280,17.2
SPW00013025,"ROTA NAS, SP",9/20/1971,76,59,180,16.1
SPW00013025,"ROTA NAS, SP",9/21/1971,76,60,250,13.9
SPW00013025,"ROTA NAS, SP",9/22/1971,81,58,350,13.9
SPW00013025,"ROTA NAS, SP",9/23/1971,80,66,210,16.1
SPW00013025,"ROTA NAS, SP",9/24/1971,79,60,280,16.1
SPW00013025,"ROTA NAS, SP",9/25/1971,78,60,200,15
SPW00013025,"ROTA NAS, SP",9/26/1971,76,58,210,15
SPW00013025,"ROTA NAS, SP",9/27/1971,80,59,280,15
SPW00013025,"ROTA NAS, SP",9/28/1971,89,59,160,16.1
SPW00013025,"ROTA NAS, SP",9/29/1971,92,56,120,23
SPW00013025,"ROTA NAS, SP",9/30/1971,92,58,110,13.9
SPW00013025,"ROTA NAS, SP",10/1/1971,84,68,210,19.5
SPW00013025,"ROTA NAS, SP",10/2/1971,84,68,140,15
SPW00013025,"ROTA NAS, SP",10/3/1971,87,62,90,27.5
SPW00013025,"ROTA NAS, SP",10/4/1971,84,60,290,16.1
SPW00013025,"ROTA NAS, SP",10/5/1971,85,60,40,28.9
SPW00013025,"ROTA NAS, SP",10/6/1971,85,57,120,24.2
SPW00013025,"ROTA NAS, SP",10/7/1971,83,56,120,30
SPW00013025,"ROTA NAS, SP",10/8/1971,73,58,200,16.1
SPW00013025,"ROTA NAS, SP",10/9/1971,76,57,250,15
SPW00013025,"ROTA NAS, SP",10/10/1971,73,58,260,15
SPW00013025,"ROTA NAS, SP",10/11/1971,82,60,130,23
SPW00013025,"ROTA NAS, SP",10/12/1971,84,59,140,23
SPW00013025,"ROTA NAS, SP",10/13/1971,92,66,130,27.5
SPW00013025,"ROTA NAS, SP",10/14/1971,80,67,280,21.9
SPW00013025,"ROTA NAS, SP",10/15/1971,80,61,300,21.9
SPW00013025,"ROTA NAS, SP",10/16/1971,76,61,300,18.3
SPW00013025,"ROTA NAS, SP",10/17/1971,76,62,270,20.8
SPW00013025,"ROTA NAS, SP",10/18/1971,82,57,130,19.5
SPW00013025,"ROTA NAS, SP",10/19/1971,79,55,130,24.2
SPW00013025,"ROTA NAS, SP",10/20/1971,80,53,120,20.8
SPW00013025,"ROTA NAS, SP",10/21/1971,77,57,100,36.7
SPW00013025,"ROTA NAS, SP",10/22/1971,77,55,110,32.2
SPW00013025,"ROTA NAS, SP",10/23/1971,78,53,90,25.3
SPW00013025,"ROTA NAS, SP",10/24/1971,76,53,110,32.2
SPW00013025,"ROTA NAS, SP",10/25/1971,77,59,110,28.9
SPW00013025,"ROTA NAS, SP",10/26/1971,73,55,180,11.4
SPW00013025,"ROTA NAS, SP",10/27/1971,81,50,340,17.2
SPW00013025,"ROTA NAS, SP",10/28/1971,80,52,120,20.8
SPW00013025,"ROTA NAS, SP",10/29/1971,76,52,120,34.4
SPW00013025,"ROTA NAS, SP",10/30/1971,76,63,120,28.9
SPW00013025,"ROTA NAS, SP",10/31/1971,72,60,120,30
SPW00013025,"ROTA NAS, SP",11/1/1971,71,55,120,24.2
SPW00013025,"ROTA NAS, SP",11/2/1971,74,57,110,33.3
SPW00013025,"ROTA NAS, SP",11/3/1971,73,53,110,34.4
SPW00013025,"ROTA NAS, SP",11/4/1971,73,55,110,39.1
SPW00013025,"ROTA NAS, SP",11/5/1971,75,50,100,20.8
SPW00013025,"ROTA NAS, SP",11/6/1971,64,52,320,25.3
SPW00013025,"ROTA NAS, SP",11/7/1971,61,42,360,26.4
SPW00013025,"ROTA NAS, SP",11/8/1971,63,39,270,24.2
SPW00013025,"ROTA NAS, SP",11/9/1971,62,51,330,33.3
SPW00013025,"ROTA NAS, SP",11/10/1971,57,44,330,32.2
SPW00013025,"ROTA NAS, SP",11/11/1971,56,37,310,23
SPW00013025,"ROTA NAS, SP",11/12/1971,60,35,330,13.9
SPW00013025,"ROTA NAS, SP",11/13/1971,62,32,330,12.8
SPW00013025,"ROTA NAS, SP",11/14/1971,61,36,280,15
SPW00013025,"ROTA NAS, SP",11/15/1971,67,44,110,28.9
SPW00013025,"ROTA NAS, SP",11/16/1971,72,43,120,18.3
SPW00013025,"ROTA NAS, SP",11/17/1971,70,43,100,26.4
SPW00013025,"ROTA NAS, SP",11/18/1971,71,43,110,13.9
SPW00013025,"ROTA NAS, SP",11/19/1971,68,41,320,15
SPW00013025,"ROTA NAS, SP",11/20/1971,70,42,20,18.3
SPW00013025,"ROTA NAS, SP",11/21/1971,67,41,290,12.8
SPW00013025,"ROTA NAS, SP",11/22/1971,64,50,290,21.9
SPW00013025,"ROTA NAS, SP",11/23/1971,65,45,40,19.5
SPW00013025,"ROTA NAS, SP",11/24/1971,56,38,300,23
SPW00013025,"ROTA NAS, SP",11/25/1971,52,39,50,39.1
SPW00013025,"ROTA NAS, SP",11/26/1971,53,39,30,33.3
SPW00013025,"ROTA NAS, SP",11/27/1971,58,37,250,10.3
SPW00013025,"ROTA NAS, SP",11/28/1971,58,41,320,19.5
SPW00013025,"ROTA NAS, SP",11/29/1971,58,36,310,19.5
SPW00013025,"ROTA NAS, SP",11/30/1971,60,52,330,32.2
SPW00013025,"ROTA NAS, SP",12/1/1971,59,44,280,23
SPW00013025,"ROTA NAS, SP",12/2/1971,56,36,270,23
SPW00013025,"ROTA NAS, SP",12/3/1971,57,44,290,28.9
SPW00013025,"ROTA NAS, SP",12/4/1971,56,39,30,27.5
SPW00013025,"ROTA NAS, SP",12/5/1971,57,41,40,20.8
SPW00013025,"ROTA NAS, SP",12/6/1971,59,40,260,12.8
SPW00013025,"ROTA NAS, SP",12/7/1971,54,45,160,16.1
SPW00013025,"ROTA NAS, SP",12/8/1971,61,40,70,11.4
SPW00013025,"ROTA NAS, SP",12/9/1971,64,40,70,18.3
SPW00013025,"ROTA NAS, SP",12/10/1971,64,37,30,20.8
SPW00013025,"ROTA NAS, SP",12/11/1971,66,36,120,17.2
SPW00013025,"ROTA NAS, SP",12/12/1971,63,38,110,21.9
SPW00013025,"ROTA NAS, SP",12/13/1971,60,40,100,33.3
SPW00013025,"ROTA NAS, SP",12/14/1971,62,47,80,23
SPW00013025,"ROTA NAS, SP",12/15/1971,55,45,120,19.5
SPW00013025,"ROTA NAS, SP",12/16/1971,65,46,90,25.3
SPW00013025,"ROTA NAS, SP",12/17/1971,63,47,130,17.2
SPW00013025,"ROTA NAS, SP",12/18/1971,63,42,30,13.9
SPW00013025,"ROTA NAS, SP",12/19/1971,63,40,60,16.1
SPW00013025,"ROTA NAS, SP",12/20/1971,65,45,130,17.2
SPW00013025,"ROTA NAS, SP",12/21/1971,63,40,100,26.4
SPW00013025,"ROTA NAS, SP",12/22/1971,65,43,110,27.5
SPW00013025,"ROTA NAS, SP",12/23/1971,61,46,160,13.9
SPW00013025,"ROTA NAS, SP",12/24/1971,58,45,360,11.4
SPW00013025,"ROTA NAS, SP",12/25/1971,58,43,90,35.6
SPW00013025,"ROTA NAS, SP",12/26/1971,62,45,240,11.4
SPW00013025,"ROTA NAS, SP",12/27/1971,57,41,140,11.4
SPW00013025,"ROTA NAS, SP",12/28/1971,58,39,300,34.4
SPW00013025,"ROTA NAS, SP",12/29/1971,59,47,260,48.3
SPW00013025,"ROTA NAS, SP",12/30/1971,55,45,260,25.3
SPW00013025,"ROTA NAS, SP",12/31/1971,55,40,290,16.1
SPW00013025,"ROTA NAS, SP",1/1/1972,60,38,160,28.9
SPW00013025,"ROTA NAS, SP",1/2/1972,59,47,220,27.5
SPW00013025,"ROTA NAS, SP",1/3/1972,55,41,40,19.5
SPW00013025,"ROTA NAS, SP",1/4/1972,59,48,120,32.2
SPW00013025,"ROTA NAS, SP",1/5/1972,60,52,120,33.3
SPW00013025,"ROTA NAS, SP",1/6/1972,61,50,110,31.1
SPW00013025,"ROTA NAS, SP",1/7/1972,63,47,10,9.2
SPW00013025,"ROTA NAS, SP",1/8/1972,60,47,180,25.3
SPW00013025,"ROTA NAS, SP",1/9/1972,62,53,190,35.6
SPW00013025,"ROTA NAS, SP",1/10/1972,62,43,60,10.3
SPW00013025,"ROTA NAS, SP",1/11/1972,61,44,300,24.2
SPW00013025,"ROTA NAS, SP",1/12/1972,58,46,320,19.5
SPW00013025,"ROTA NAS, SP",1/13/1972,61,42,260,19.5
SPW00013025,"ROTA NAS, SP",1/14/1972,59,55,230,31.1
SPW00013025,"ROTA NAS, SP",1/15/1972,63,49,270,35.6
SPW00013025,"ROTA NAS, SP",1/16/1972,57,46,310,50.6
SPW00013025,"ROTA NAS, SP",1/17/1972,55,47,300,46.1
SPW00013025,"ROTA NAS, SP",1/18/1972,55,42,320,28.9
SPW00013025,"ROTA NAS, SP",1/19/1972,57,40,260,18.3
SPW00013025,"ROTA NAS, SP",1/20/1972,60,49,240,32.2
SPW00013025,"ROTA NAS, SP",1/21/1972,56,42,310,21.9
SPW00013025,"ROTA NAS, SP",1/22/1972,54,40,30,13.9
SPW00013025,"ROTA NAS, SP",1/23/1972,51,35,30,28.9
SPW00013025,"ROTA NAS, SP",1/24/1972,51,32,20,13.9
SPW00013025,"ROTA NAS, SP",1/25/1972,54,35,310,12.8
SPW00013025,"ROTA NAS, SP",1/26/1972,55,35,330,12.8
SPW00013025,"ROTA NAS, SP",1/27/1972,58,38,300,18.3
SPW00013025,"ROTA NAS, SP",1/28/1972,54,37,270,15
SPW00013025,"ROTA NAS, SP",1/29/1972,55,34,300,13.9
SPW00013025,"ROTA NAS, SP",1/30/1972,55,34,270,10.3
SPW00013025,"ROTA NAS, SP",1/31/1972,57,42,180,28.9
SPW00013025,"ROTA NAS, SP",2/1/1972,56,48,190,41.4
SPW00013025,"ROTA NAS, SP",2/2/1972,56,52,210,25.3
SPW00013025,"ROTA NAS, SP",2/3/1972,56,50,230,35.6
SPW00013025,"ROTA NAS, SP",2/4/1972,55,49,250,38
SPW00013025,"ROTA NAS, SP",2/5/1972,57,48,160,35.6
SPW00013025,"ROTA NAS, SP",2/6/1972,56,48,230,28.9
SPW00013025,"ROTA NAS, SP",2/7/1972,58,48,270,26.4
SPW00013025,"ROTA NAS, SP",2/8/1972,61,52,240,21.9
SPW00013025,"ROTA NAS, SP",2/9/1972,57,44,260,28.9
SPW00013025,"ROTA NAS, SP",2/10/1972,58,50,300,23
SPW00013025,"ROTA NAS, SP",2/11/1972,60,51,250,30
SPW00013025,"ROTA NAS, SP",2/12/1972,58,51,250,25.3
SPW00013025,"ROTA NAS, SP",2/13/1972,60,45,270,19.5
SPW00013025,"ROTA NAS, SP",2/14/1972,65,42,40,27.5
SPW00013025,"ROTA NAS, SP",2/15/1972,64,44,110,25.3
SPW00013025,"ROTA NAS, SP",2/16/1972,56,43,300,21.9
SPW00013025,"ROTA NAS, SP",2/17/1972,55,37,260,17.2
SPW00013025,"ROTA NAS, SP",2/18/1972,56,43,290,24.2
